expression,reading,meaning,tags,group
墓地,ぼち,"cemetery, graveyard",N1,N1_Group_10
萎びる,しなびる,"to shrivel, to fade",N1,N1_Group_10
発作,ほっさ,"fit, attack",N1,N1_Group_10
没収,ぼっしゅう,forfeited,N1,N1_Group_10
発足,ほっそく,"starting, inauguration",N1,N1_Group_10
捕虜,ほりょ,prisoner of war,N1,N1_Group_10
本格,ほんかく,"propriety, full-scale",N1,N1_Group_10
染みる,しみる,to soak; pierce,N1,N1_Group_10
本館,ほんかん,main building,N1,N1_Group_10
本気,ほんき,"seriousness, truth, sanctity",N1,N1_Group_10
本音,ほんね,"(one's) real intention, motive",N1,N1_Group_10
本能,ほんのう,instinct,N1,N1_Group_10
前売,まえうり,"advance sale, booking",N1,N1_Group_10
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",N1,N1_Group_10
真心,まごころ,"sincerity, devotion",N1,N1_Group_10
麻酔,ますい,anesthesia,N1,N1_Group_10
まと,まと,"mark, target",N1,N1_Group_10
纏め,まとめ,"settlement, conclusion",N1,N1_Group_10
招き,まねき,invitation,N1,N1_Group_10
老ける,ふける,to age,N1,N1_Group_10
麻痺,まひ,"paralysis, palsy, numbness",N1,N1_Group_10
満月,まんげつ,full moon,N1,N1_Group_10
未開,みかい,"savage land, backward region, uncivilized",N1,N1_Group_10
味覚,みかく,"taste, palate, sense of taste",N1,N1_Group_10
未婚,みこん,unmarried,N1,N1_Group_10
隔たる,へだたる,to be distant,N1,N1_Group_10
微塵,みじん,"particle, atom",N1,N1_Group_10
水気,みずけ,"moisture, dampness",N1,N1_Group_10
未練,みれん,"lingering affection, attachment, regret(s)",N1,N1_Group_10
民俗,みんぞく,folk customs,N1,N1_Group_10
無口,むくち,reticence,N1,N1_Group_10
報じる,ほうじる,"to inform, to report",N1,N1_Group_10
無効,むこう,"invalid, no effect, unavailable",N1,N1_Group_10
無言,むごん,silence,N1,N1_Group_10
無線,むせん,"wireless, radio",N1,N1_Group_10
無断,むだん,"without permission, without notice",N1,N1_Group_10
無知,むち,ignorance,N1,N1_Group_10
報ずる,ほうずる,"to inform, to report",N1,N1_Group_10
無念,むねん,"chagrin, regret",N1,N1_Group_10
無能,むのう,"inefficiency, incompetence",N1,N1_Group_10
名産,めいさん,noted product,N1,N1_Group_10
命中,めいちゅう,a hit,N1,N1_Group_10
明白,めいはく,"obvious, clear",N1,N1_Group_10
ぼやく,ぼやく,"to grumble, to complain",N1,N1_Group_10
明瞭,めいりょう,clarity,N1,N1_Group_10
明朗,めいろう,"bright, clear, cheerful",N1,N1_Group_10
目方,めかた,weight,N1,N1_Group_10
恵み,めぐみ,blessing,N1,N1_Group_10
目盛,めもり,"scale, gradations",N1,N1_Group_10
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",N1,N1_Group_10
面会,めんかい,interview,N1,N1_Group_10
免除,めんじょ,"exemption, exoneration, discharge",N1,N1_Group_10
申込,もうしこみ,"application, request, proposal",N1,N1_Group_10
申出,もうしで,"request, claim, report",N1,N1_Group_10
盲点,もうてん,blind spot,N1,N1_Group_10
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",N1,N1_Group_10
猛烈,もうれつ,"violent, vehement, rage",N1,N1_Group_10
目録,もくろく,"catalogue, catalog, list",N1,N1_Group_10
模型,もけい,"model, dummy, marquette",N1,N1_Group_10
模索,もさく,groping (for),N1,N1_Group_10
目下,もっか,"at present, now",N1,N1_Group_10
紛れる,まぎれる,"to be diverted, to slip into",N1,N1_Group_10
モニター,モニター,(computer) monitor,N1,N1_Group_10
模範,もはん,"model, example",N1,N1_Group_10
模倣,もほう,"imitation, copying",N1,N1_Group_10
夜具,やぐ,bedding,N1,N1_Group_10
屋敷,やしき,mansion,N1,N1_Group_10
交える,まじえる,"to mix, to converse with, to cross (swords)",N1,N1_Group_10
野心,やしん,"ambition, aspiration",N1,N1_Group_10
野生,やせい,wild,N1,N1_Group_10
憂鬱,ゆううつ,"depression, melancholy",N1,N1_Group_10
有益,ゆうえき,"beneficial, profitable",N1,N1_Group_10
融資,ゆうし,"financing, loan",N1,N1_Group_10
交わる,まじわる,"to cross, to intersect, to mingle with,",N1,N1_Group_10
優先,ゆうせん,"preference, priority",N1,N1_Group_10
誘導,ゆうどう,"guidance, leading, inducement",N1,N1_Group_10
融通,ゆうずう,"adaptability, versatility, finance",N1,N1_Group_10
優美,ゆうび,"grace, refinement, elegance",N1,N1_Group_10
遊牧,ゆうぼく,nomadism,N1,N1_Group_10
免れる,まぬがれる,"to escape from, to be exempted",N1,N1_Group_10
有力,ゆうりょく,"influence, prominence; potent",N1,N1_Group_10
幽霊,ゆうれい,"ghost, specter, phantom",N1,N1_Group_10
溶液,ようえき,solution,N1,N1_Group_10
用件,ようけん,business,N1,N1_Group_10
養護,ようご,"protection, nursing, protective care",N1,N1_Group_10
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",N1,N1_Group_10
用紙,ようし,a form,N1,N1_Group_10
様式,ようしき,"style, form, pattern",N1,N1_Group_10
要請,ようせい,"claim, demand, request, application",N1,N1_Group_10
様相,ようそう,aspect,N1,N1_Group_10
用品,ようひん,"articles, supplies, parts",N1,N1_Group_10
見なす,みなす,"to consider as, to regard",N1,N1_Group_10
洋風,ようふう,western style,N1,N1_Group_10
要望,ようぼう,"demand for, request",N1,N1_Group_10
浴室,よくしつ,"bathroom, bath",N1,N1_Group_10
欲望,よくぼう,"desire, appetite",N1,N1_Group_10
横綱,よこづな,sumo grand champion,N1,N1_Group_10
むしる,むしる,"to pluck, to pick, to tear",N1,N1_Group_10
汚れ,よごれ,"dirt, filth",N1,N1_Group_10
世論,よろん,public opinion,N1,N1_Group_10
酪農,らくのう,dairy farming,N1,N1_Group_10
楽観,らっかん,optimism,N1,N1_Group_10
利子,りし,interest (bank),N1,N1_Group_10
利息,りそく,interest (bank),N1,N1_Group_10
立方,りっぽう,cube,N1,N1_Group_10
利点,りてん,"advantage, point in favor",N1,N1_Group_10
略奪,りゃくだつ,"pillage, looting, robbery",N1,N1_Group_10
略語,りゃくご,"abbreviation, acronym",N1,N1_Group_10
領域,りょういき,"area, territory, region",N1,N1_Group_10
両極,りょうきょく,"both extremities, north and south poles",N1,N1_Group_10
良好,りょうこう,"favorable, satisfactory",N1,N1_Group_10
良心,りょうしん,conscience,N1,N1_Group_10
領地,りょうち,territory,N1,N1_Group_10
領土,りょうど,"territory, possession",N1,N1_Group_10
旅客,りょかく,passenger,N1,N1_Group_10
旅券,りょけん,passport,N1,N1_Group_10
理論,りろん,theory,N1,N1_Group_10
林業,りんぎょう,forestry,N1,N1_Group_10
類推,るいすい,analogy,N1,N1_Group_10
冷蔵,れいぞう,refrigeration,N1,N1_Group_10
冷淡,れいたん,"coolness, indifference",N1,N1_Group_11
荒っぽい,あらっぽい,"rough, rude",N1,N1_Group_11
浜辺,はまべ,"beach, foreshore",N1,N1_Group_11
ことごとく,ことごとく,"altogether, entirely",N1,N1_Group_11
繁栄,はんえい,"prospering, prosperity, flourishing",N1,N1_Group_11
群がる,むらがる,"to swarm, to gather",N1,N1_Group_11
すがすがしい,すがすがしい,"fresh, refreshing",N1,N1_Group_11
版画,はんが,art print,N1,N1_Group_11
～増し,～増し,~increase,N1,N1_Group_11
反響,はんきょう,"echo, reverberation, repercussion",N1,N1_Group_11
すばしこい,すばしこい,"nimble, smart, quick",N1,N1_Group_11
面する,めんする,"to face on, to look out on to",N1,N1_Group_11
判決,はんけつ,"judicial decision, judgment, sentence, decree",N1,N1_Group_11
しかしながら,しかしながら,"however, nevertheless",N1,N1_Group_11
反射,はんしゃ,"reflection, reverberation",N1,N1_Group_11
すれちがい,すれちがい,chance encounter,N1,N1_Group_11
繁盛,はんじょう,"prosperity, flourishing, thriving",N1,N1_Group_11
もがく,もがく,"to struggle, to wriggle, to be impatient",N1,N1_Group_11
～寄り,～より,"near to ~ (e.g., North by East)",N1,N1_Group_11
繁殖,はんしょく,"breed, multiply, propagation",N1,N1_Group_11
煩わしい,わずらわしい,"burdensome, troublesome, complicated",N1,N1_Group_11
判定,はんてい,"judgment, decision, award, verdict",N1,N1_Group_11
にも関わらず,にもかかわらず,"in spite of, nevertheless",N1,N1_Group_11
漏らす,もらす,"to let leak, to reveal",N1,N1_Group_11
反応,はんのう,"reaction, response",N1,N1_Group_11
ばかばかしい,ばかばかしい,stupid,N1,N1_Group_11
半端,はんぱ,"fragment, fraction, incompleteness",N1,N1_Group_11
～なんか,～なんか,in the least ~,N1,N1_Group_11
反発,はんぱつ,"repelling, rebound, oppose",N1,N1_Group_11
漏れる,もれる,"to leak out, to escape, to filter out",N1,N1_Group_11
ふさわしい,ふさわしい,appropriate,N1,N1_Group_11
反乱,はんらん,"rebellion, revolt, uprising",N1,N1_Group_11
かろうじて,かろうじて,"barely, narrowly",N1,N1_Group_11
悲観,ひかん,"pessimism, disappointment",N1,N1_Group_11
待ち遠しい,まちどおしい,looking forward to,N1,N1_Group_11
指差す,ゆびさす,to point at,N1,N1_Group_11
悲惨,ひさん,"tragedy, disaster; misery, wretched, pitiful",N1,N1_Group_11
比重,ひじゅう,specific gravity,N1,N1_Group_11
美術,びじゅつ,"art, fine arts",N1,N1_Group_11
まちまち,まちまち,"various, different",N1,N1_Group_11
秘書,ひしょ,(private) secretary,N1,N1_Group_11
避ける,よける,"to avoid (physical contact with; to ward off, to avert",N1,N1_Group_11
いたって,いたって,"very much, exceedingly, extremely",N1,N1_Group_11
微笑,びしょう,smile,N1,N1_Group_11
真ん丸い,まんまるい,perfectly circular,N1,N1_Group_11
密か,ひそか,"secret, private, surreptitious",N1,N1_Group_11
匹敵,ひってき,"comparing with, rival, equal",N1,N1_Group_11
ばてる,ばてる,"to be exhausted, to be worn out",N1,N1_Group_11
人質,ひとじち,hostage,N1,N1_Group_11
真ん円い,まんまるい,perfectly round,N1,N1_Group_11
一筋,ひとすじ,"a line, earnestly, blindly, straightforwardly",N1,N1_Group_11
人目,ひとめ,"glimpse, public gaze",N1,N1_Group_11
非難,ひなん,"blame, attack, criticism",N1,N1_Group_11
早める,はやめる,"to hasten, to quicken, to accelerate",N1,N1_Group_11
避難,ひなん,"taking refuge, finding shelter",N1,N1_Group_11
火花,ひばな,spark,N1,N1_Group_11
悲鳴,ひめい,"shriek, scream",N1,N1_Group_11
標語,ひょうご,"motto, slogan, catchword",N1,N1_Group_11
描写,びょうしゃ,"depiction, description, portrayal",N1,N1_Group_11
反する,はんする,"to be inconsistent with, to oppose, to contradict",N1,N1_Group_11
びり,びり,"last on the list, at the bottom",N1,N1_Group_11
比率,ひりつ,"ratio, proportion, percentage",N1,N1_Group_11
煌々と,こうこうと,brightly,N1,N1_Group_11
考古学,こうこがく,archeology,N1,N1_Group_11
香辛料,こうしんりょう,spices,N1,N1_Group_11
こだわる,こだわる,"to fuss over, to be particular about",N1,N1_Group_11
光熱費,こうねつひ,cost of fuel and light,N1,N1_Group_11
小切手,こぎって,"cheque, check",N1,N1_Group_11
焦げ茶,こげちゃ,dark brown,N1,N1_Group_11
骨董品,こっとうひん,curio,N1,N1_Group_11
細やか,こまやか,"meager, modest",N1,N1_Group_11
ごまかす,ごまかす,"to deceive, to falsify, to misrepresent",N1,N1_Group_11
座談会,ざだんかい,"symposium, round-table discussion",N1,N1_Group_11
さほど,さほど,"not so, not that much",N1,N1_Group_11
とんだ,とんだ,"terrible, awful, serious, absolutely not",N1,N1_Group_11
度忘れ,どわすれ,"lapse of memory, forget for a moment",N1,N1_Group_11
滑らか,なめらか,"smoothness, glassiness",N1,N1_Group_11
さえずる,さえずる,"to sing, to chirp, to twitter",N1,N1_Group_11
並びに,ならびに,and,N1,N1_Group_11
何だか,なんだか,"a little, somewhat, somehow",N1,N1_Group_11
にきび,にきび,"pimple, acne",N1,N1_Group_11
にせ物,にせもの,"imitation, counterfeit",N1,N1_Group_11
荷造り,にづくり,"packing, baling, crating",N1,N1_Group_11
差し支える,さしつかえる,"to interfere, to hinder",N1,N1_Group_11
バー,バー,bar,N1,N1_Group_11
ばい菌,ばいきん,"bacteria, germ(s)",N1,N1_Group_11
一部分,いちぶぶん,"a part, a portion",N1,N1_Group_11
一挙に,いっきょに,"at a stroke, with a single swoop",N1,N1_Group_11
いびき,いびき,snoring,N1,N1_Group_11
さっぱりする,さっぱりする,to refresh,N1,N1_Group_11
いやに,いやに,"awfully, terribly",N1,N1_Group_11
受持ち,うけもち,"charge (of something), matter in one's charge",N1,N1_Group_11
嘘つき,うそつき,liar,N1,N1_Group_11
梅干し,うめぼし,dried plum,N1,N1_Group_11
裏返し,うらがえし,"inside out, reverse",N1,N1_Group_11
仕上げる,しあげる,"to finish up, to complete",N1,N1_Group_11
於いて,おいて,"at, in, on",N1,N1_Group_11
御世辞,おせじ,"flattery, compliment",N1,N1_Group_11
同い年,おないどし,of the same age,N1,N1_Group_11
おまけ,おまけ,a discount; something additional,N1,N1_Group_11
おむつ,おむつ,"diaper, nappy",N1,N1_Group_11
仕入れる,しいれる,"to lay in stock, to replenish stock, to procure",N1,N1_Group_11
顔付き,かおつき,facial expression,N1,N1_Group_11
かかと,かかと,shoe heel,N1,N1_Group_11
箇条書,かじょうがき,"itemized form, itemization",N1,N1_Group_11
かつて,かつて,"once, before, formerly",N1,N1_Group_11
かりに,かりに,"temporarily; if, for argument's sake",N1,N1_Group_11
仕掛ける,しかける,"to lay, to set, to wage",N1,N1_Group_11
効き目,ききめ,"effect, virtue, efficacy",N1,N1_Group_11
几帳面,きちょうめん,"methodical, punctual, steady",N1,N1_Group_11
首飾り,くびかざり,necklace,N1,N1_Group_11
自尊心,じそんしん,"self-respect, conceit",N1,N1_Group_11
下調べ,したしらべ,preliminary investigation,N1,N1_Group_11
とがめる,とがめる,"to blame, to rebuke",N1,N1_Group_11
鮮やか,あざやか,"vivid, clear",N1,N1_Group_11
当て字,あてじ,"phonetic-equivalent character, substitute character",N1,N1_Group_11
跡継ぎ,あとつぎ,"heir, successor",N1,N1_Group_11
案の定,あんのじょう,"sure enough, as usual",N1,N1_Group_11
小児科,しょうにか,pediatrics,N1,N1_Group_11
取り調べる,とりしらべる,"to investigate, to examine",N1,N1_Group_11
使用人,しようにん,"employee, servant",N1,N1_Group_11
植民地,しょくみんち,colony,N1,N1_Group_11
スト,スト,(abbr.) strike,N1,N1_Group_11
ずばり,ずばり,"decisively, unreservedly, frankly",N1,N1_Group_11
税務署,ぜいむしょ,tax office,N1,N1_Group_11
取り立てる,とりたてる,"to collect, to extort",N1,N1_Group_11
接続詞,せつぞくし,conjunction,N1,N1_Group_11
ソロ,ソロ,solo,N1,N1_Group_11
足し算,たしざん,addition,N1,N1_Group_11
多数決,たすうけつ,majority rule,N1,N1_Group_11
蛋白質,たんぱくしつ,protein,N1,N1_Group_11
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)",N1,N1_Group_11
茶の間,ちゃのま,living room (Japanese style),N1,N1_Group_11
茶の湯,ちゃのゆ,tea ceremony,N1,N1_Group_11
宙返り,ちゅうがえり,"somersault, looping-the-loop",N1,N1_Group_11
聴診器,ちょうしんき,stethoscope,N1,N1_Group_11
塵取り,ちりとり,dustpan,N1,N1_Group_11
いたわる,いたわる,"to sympathize with, to console, to care for",N1,N1_Group_11
務まる,つとまる,"be equal, be fit",N1,N1_Group_11
つぶら,つぶら,"round, rotund",N1,N1_Group_11
釣り鐘,つりがね,temple bell (for striking),N1,N1_Group_11
吊り革,つりかわ,strap,N1,N1_Group_11
出直し,でなおし,"adjustment, touch up",N1,N1_Group_11
受け継ぐ,うけつぐ,"to inherit, to succeed",N1,N1_Group_11
手回し,てまわし,"preparations, arrangements",N1,N1_Group_11
手分け,てわけ,division of labor,N1,N1_Group_11
ろくな,ろくな,"satisfactory, decent",N1,N1_Group_11
渡り鳥,わたりどり,"migratory bird, bird of passage",N1,N1_Group_11
橋渡し,はしわたし,"bridge building', mediation",N1,N1_Group_11
打ち込む,うちこむ,"to devote oneself to, to shoot into",N1,N1_Group_11
実業家,じつぎょうか,"industrialist, businessman",N1,N1_Group_11
助動詞,じょどうし,auxiliary verb,N1,N1_Group_11
淑やか,しとやか,graceful,N1,N1_Group_11
三味線,しゃみせん,three-stringed Japanese guitar,N1,N1_Group_11
十字路,じゅうじろ,crossroads,N1,N1_Group_11
埋め込む,うめこむ,"to embed, implant",N1,N1_Group_11
不可欠,ふかけつ,"indispensable, essential",N1,N1_Group_11
不動産,ふどうさん,real estate,N1,N1_Group_11
ブル,ブル,bull,N1,N1_Group_11
ペア,ペア,"pair, pear",N1,N1_Group_11
放射能,ほうしゃのう,radioactivity,N1,N1_Group_11
追い込む,おいこむ,"to herd, to corner, to drive",N1,N1_Group_11
干し物,ほしもの,dried washing (clothes,N1,N1_Group_11
ほとり,ほとり,vicinity of lake; river,N1,N1_Group_11
前置き,まえおき,"preface, introduction",N1,N1_Group_11
纏まり,まとまり,"conclusion, settlement, consistency",N1,N1_Group_11
丸ごと,まるごと,"in its entirety, whole, wholly",N1,N1_Group_11
追い出す,おいだす,"to expel, to drive out",N1,N1_Group_11
真ん前,まんまえ,"right in front, under the nose",N1,N1_Group_11
見込み,みこみ,"prospects, expectation, hope",N1,N1_Group_11
見せ物,みせもの,"show, exhibition",N1,N1_Group_11
見通し,みとおし,"perspective, unobstructed view, prospect",N1,N1_Group_11
身振り,みぶり,gesture,N1,N1_Group_11
押し込む,おしこむ,"to push into, to crowd into",N1,N1_Group_11
目論見,もくろみ,"a plan, a scheme, intention",N1,N1_Group_11
